age,education.num,race,sex,hours.per.week,income
39,7,White,Male,35,<=50K
29,10,White,Male,38,<=50K
47,10,White,Male,46,<=50K
48,9,White,Female,25,<=50K
44,10,White,Male,60,<=50K
20,10,White,Female,20,<=50K
47,3,White,Female,40,<=50K
21,9,White,Female,40,<=50K
18,7,White,Male,4,<=50K
44,11,White,Female,20,<=50K
34,6,Black,Male,60,<=50K
31,9,White,Female,40,>50K
27,13,White,Male,50,>50K
38,9,White,Male,40,>50K
49,4,White,Male,40,<=50K
23,13,White,Male,20,<=50K
55,9,White,Male,40,<=50K
30,5,White,Male,40,<=50K
33,9,White,Male,48,>50K
42,4,White,Female,40,<=50K
44,13,White,Female,45,<=50K
34,10,White,Male,38,>50K
41,13,Asian-Pac-Islander,Male,35,>50K
41,14,White,Male,55,>50K
27,10,White,Female,44,<=50K
63,6,White,Male,50,<=50K
20,11,White,Female,35,<=50K
29,9,White,Male,65,<=50K
29,9,Black,Male,40,<=50K
46,9,White,Female,40,<=50K
20,10,Black,Female,18,<=50K
42,9,White,Male,40,<=50K
24,10,Black,Female,20,<=50K
35,10,White,Male,61,>50K
44,10,White,Male,40,<=50K
32,13,White,Female,40,>50K
42,7,White,Male,60,<=50K
21,10,White,Female,22,<=50K
41,9,Black,Female,28,<=50K
39,10,White,Female,20,<=50K
44,9,White,Male,40,>50K
44,10,White,Female,6,>50K
30,13,Asian-Pac-Islander,Male,15,<=50K
45,9,White,Female,40,<=50K
33,9,White,Male,40,<=50K
34,13,White,Male,55,<=50K
36,9,White,Female,40,<=50K
18,6,Black,Male,10,<=50K
47,13,White,Female,70,<=50K
33,10,Asian-Pac-Islander,Female,35,<=50K
20,10,White,Male,40,<=50K
28,6,White,Female,40,<=50K
23,12,White,Male,32,<=50K
26,13,White,Female,40,<=50K
35,13,White,Male,50,<=50K
31,10,White,Male,40,<=50K
60,13,White,Male,50,>50K
76,10,White,Female,30,<=50K
18,8,Black,Male,20,<=50K
51,9,White,Female,40,<=50K
39,13,White,Female,50,<=50K
19,10,White,Female,20,<=50K
25,12,White,Female,40,<=50K
29,11,White,Male,40,<=50K
48,15,White,Male,60,>50K
59,5,Black,Male,50,<=50K
24,13,White,Male,50,<=50K
34,10,White,Male,40,<=50K
17,8,White,Male,16,<=50K
71,10,White,Female,60,<=50K
41,9,White,Male,72,>50K
35,13,White,Male,45,>50K
44,13,White,Male,40,>50K
32,10,White,Female,40,>50K
52,10,White,Male,40,<=50K
52,13,White,Male,55,>50K
74,15,White,Male,50,>50K
64,12,White,Female,20,<=50K
38,9,White,Male,42,<=50K
38,9,White,Male,35,<=50K
58,10,Asian-Pac-Islander,Male,40,>50K
26,9,White,Male,40,<=50K
26,15,White,Male,40,>50K
49,15,White,Male,37,>50K
45,10,White,Male,55,<=50K
34,10,White,Female,60,<=50K
38,9,White,Male,44,>50K
62,10,White,Female,16,<=50K
27,13,White,Male,40,<=50K
56,4,White,Female,20,<=50K
68,10,White,Male,30,<=50K
23,6,White,Male,60,<=50K
27,9,White,Male,40,<=50K
44,13,White,Male,44,>50K
30,13,White,Female,50,>50K
56,13,White,Male,40,<=50K
49,11,White,Male,45,>50K
42,13,White,Female,45,>50K
18,7,White,Male,15,<=50K
19,9,White,Male,50,<=50K
68,13,White,Male,30,<=50K
22,9,White,Male,40,<=50K
57,9,White,Male,25,>50K
28,10,White,Male,50,>50K
72,7,White,Female,24,<=50K
21,10,Black,Female,30,<=50K
69,9,White,Male,35,<=50K
48,9,Black,Male,45,<=50K
58,9,White,Male,40,<=50K
24,11,Black,Female,40,<=50K
67,14,White,Male,60,>50K
48,15,White,Male,63,>50K
48,9,White,Female,25,<=50K
34,9,White,Male,48,<=50K
55,9,White,Male,40,<=50K
23,10,White,Male,25,<=50K
35,13,White,Male,45,<=50K
40,14,White,Male,20,<=50K
52,7,Black,Female,40,<=50K
43,10,White,Male,45,<=50K
29,9,White,Male,35,<=50K
32,13,Asian-Pac-Islander,Male,40,<=50K
33,4,White,Male,40,<=50K
30,10,White,Female,40,<=50K
33,10,White,Female,26,<=50K
31,9,White,Male,40,<=50K
45,13,White,Female,40,>50K
34,9,White,Male,40,<=50K
36,13,White,Female,40,<=50K
30,10,White,Male,68,<=50K
47,10,White,Male,40,<=50K
46,14,White,Male,70,>50K
37,9,White,Male,40,<=50K
35,4,White,Male,40,<=50K
38,10,White,Female,40,<=50K
41,9,White,Male,6,<=50K
31,13,Black,Male,48,<=50K
57,9,White,Female,40,<=50K
39,14,Black,Male,52,>50K
26,13,White,Female,50,<=50K
50,9,White,Male,84,>50K
44,10,White,Male,50,<=50K
21,10,White,Female,38,<=50K
31,9,White,Female,40,<=50K
34,14,White,Female,40,<=50K
23,10,White,Female,20,<=50K
60,10,White,Male,46,<=50K
43,12,White,Male,50,<=50K
44,13,White,Male,60,>50K
76,4,White,Female,40,<=50K
27,10,White,Female,20,<=50K
39,9,White,Male,50,>50K
22,13,White,Male,10,<=50K
29,10,White,Male,35,<=50K
26,9,White,Female,40,<=50K
24,10,Asian-Pac-Islander,Male,24,<=50K
30,9,White,Female,70,<=50K
58,9,White,Male,45,>50K
37,9,White,Male,50,<=50K
23,5,White,Female,40,<=50K
28,10,White,Female,40,<=50K
44,9,Black,Male,40,<=50K
48,9,White,Male,36,<=50K
20,5,White,Male,28,<=50K
44,14,White,Female,40,<=50K
22,9,Black,Male,40,<=50K
43,13,White,Male,50,>50K
17,9,Black,Male,40,<=50K
41,10,White,Male,40,<=50K
23,8,White,Female,30,<=50K
30,6,White,Female,40,<=50K
76,10,White,Male,40,<=50K
32,12,White,Male,42,>50K
40,11,White,Male,44,>50K
44,11,White,Male,40,<=50K
62,9,White,Male,40,<=50K
31,6,White,Male,40,>50K
74,5,White,Male,40,<=50K
63,10,White,Male,60,>50K
36,9,White,Female,40,<=50K
47,14,White,Male,55,>50K
38,9,White,Female,35,<=50K
30,13,White,Male,45,>50K
27,9,Black,Male,40,<=50K
26,13,White,Male,40,<=50K
41,10,White,Male,55,<=50K
44,9,White,Female,40,>50K
36,9,White,Female,40,<=50K
39,9,Black,Male,40,<=50K
37,15,White,Male,36,>50K
32,10,White,Male,40,<=50K
62,14,White,Female,50,<=50K
61,10,White,Male,40,>50K
47,10,White,Male,40,<=50K
34,9,White,Male,40,>50K
41,13,White,Male,40,>50K
62,11,White,Male,40,<=50K
31,10,White,Male,40,<=50K
32,9,White,Male,40,<=50K
34,9,White,Male,80,<=50K
19,10,White,Male,24,<=50K
36,13,White,Male,40,<=50K
56,13,White,Female,32,<=50K
21,10,White,Male,10,<=50K
43,9,White,Male,40,>50K
44,9,White,Male,70,<=50K
23,5,White,Male,70,<=50K
23,10,White,Male,40,<=50K
25,13,White,Male,35,>50K
58,14,White,Male,40,>50K
37,13,White,Female,40,<=50K
30,9,White,Male,50,<=50K
22,10,Black,Female,40,<=50K
61,9,White,Male,40,<=50K
45,9,White,Male,40,>50K
23,9,White,Female,40,<=50K
58,10,Black,Female,40,<=50K
21,13,White,Male,40,<=50K
39,9,White,Male,50,<=50K
29,13,White,Male,40,<=50K
28,13,White,Male,18,<=50K
46,13,White,Male,50,>50K
36,9,White,Male,40,<=50K
22,13,White,Female,40,<=50K
30,13,White,Male,44,<=50K
20,10,White,Female,25,<=50K
50,16,White,Male,50,>50K
42,9,White,Male,48,<=50K
46,12,White,Female,33,<=50K
42,9,White,Male,40,<=50K
42,13,White,Male,40,<=50K
54,6,White,Female,40,<=50K
46,13,White,Male,40,>50K
20,10,Black,Female,20,<=50K
58,10,White,Male,45,<=50K
55,9,White,Male,50,>50K
38,9,White,Male,44,<=50K
58,16,White,Female,43,>50K
50,9,White,Male,40,<=50K
22,9,White,Male,50,<=50K
55,16,White,Male,30,>50K
43,10,White,Female,50,>50K
34,4,White,Male,40,<=50K
29,10,White,Female,40,<=50K
50,9,White,Male,50,>50K
51,10,White,Male,45,>50K
35,10,Black,Male,40,<=50K
30,10,White,Female,40,<=50K
50,10,White,Male,40,<=50K
30,13,White,Male,45,>50K
32,9,White,Male,40,<=50K
32,10,White,Male,48,<=50K
44,10,White,Male,40,>50K
60,9,White,Female,40,<=50K
31,10,White,Female,38,<=50K
40,14,White,Male,45,>50K
36,10,White,Male,56,<=50K
30,9,White,Male,40,<=50K
40,10,White,Male,60,<=50K
40,9,White,Male,50,<=50K
42,9,White,Female,40,<=50K
29,10,White,Female,41,>50K
37,13,White,Male,50,>50K
57,10,Asian-Pac-Islander,Male,60,>50K
23,13,Black,Male,15,<=50K
47,9,Black,Male,40,>50K
51,11,White,Male,40,<=50K
39,9,White,Male,40,<=50K
20,10,White,Female,40,<=50K
41,11,White,Male,40,<=50K
32,11,White,Male,40,<=50K
47,9,White,Male,45,>50K
20,9,White,Female,40,<=50K
23,9,White,Female,40,<=50K
40,10,Black,Male,50,>50K
23,13,White,Female,35,<=50K
20,10,Black,Male,10,<=50K
36,14,White,Male,40,>50K
31,9,White,Male,40,<=50K
60,10,White,Male,40,>50K
54,9,White,Male,40,<=50K
26,14,White,Female,40,<=50K
33,14,White,Male,45,>50K
59,16,White,Male,40,>50K
53,13,White,Male,60,>50K
19,9,White,Male,20,<=50K
53,9,White,Male,40,<=50K
26,13,White,Male,40,>50K
34,10,White,Female,40,<=50K
50,10,White,Male,70,>50K
65,13,White,Male,48,>50K
58,4,Black,Male,40,<=50K
57,9,White,Male,60,<=50K
46,4,White,Female,24,<=50K
26,13,White,Male,24,<=50K
60,9,White,Female,40,<=50K
28,11,White,Female,40,<=50K
22,11,White,Male,60,<=50K
31,10,Black,Male,40,<=50K
28,12,White,Male,60,<=50K
36,12,White,Female,50,>50K
88,15,White,Male,40,<=50K
43,15,White,Male,40,>50K
64,2,White,Female,12,<=50K
52,9,Black,Female,38,<=50K
42,9,White,Male,45,<=50K
28,15,White,Male,40,<=50K
40,13,White,Male,40,<=50K
30,7,White,Male,30,<=50K
55,11,Black,Female,40,<=50K
44,13,White,Female,40,<=50K
37,13,White,Male,50,>50K
35,12,White,Male,40,<=50K
52,14,White,Male,50,>50K
63,9,White,Female,40,<=50K
46,6,Black,Male,40,<=50K
26,9,White,Male,40,<=50K
37,13,White,Male,45,>50K
39,13,White,Male,45,<=50K
27,13,White,Female,40,<=50K
22,3,White,Female,40,<=50K
36,13,White,Male,50,>50K
65,10,White,Male,35,>50K
31,8,Black,Male,60,<=50K
57,13,White,Male,60,>50K
45,12,White,Male,40,<=50K
33,9,White,Male,37,<=50K
45,14,Black,Male,40,<=50K
38,13,Asian-Pac-Islander,Male,65,>50K
42,9,White,Male,45,<=50K
26,6,White,Female,40,<=50K
48,14,White,Female,50,>50K
49,9,White,Female,60,<=50K
22,9,White,Male,40,<=50K
58,8,White,Male,40,<=50K
40,4,White,Male,40,<=50K
35,13,Asian-Pac-Islander,Male,50,>50K
51,11,White,Male,40,>50K
55,9,White,Male,60,<=50K
25,9,White,Male,36,<=50K
36,9,Black,Female,40,<=50K
30,12,White,Female,40,<=50K
35,13,White,Male,50,>50K
19,10,White,Male,84,<=50K
31,11,White,Male,38,<=50K
30,10,White,Male,48,<=50K
27,9,White,Male,50,<=50K
45,6,Asian-Pac-Islander,Male,40,<=50K
37,13,Asian-Pac-Islander,Female,30,>50K
29,13,White,Male,40,>50K
55,9,White,Female,25,<=50K
36,9,White,Male,40,>50K
46,14,Black,Male,35,<=50K
68,9,White,Male,40,<=50K
25,9,White,Female,46,<=50K
39,13,Asian-Pac-Islander,Female,35,<=50K
28,9,White,Male,35,<=50K
48,13,White,Male,40,<=50K
25,9,Black,Female,35,<=50K
56,5,White,Female,40,<=50K
29,10,White,Male,40,<=50K
34,10,Black,Female,72,<=50K
42,12,White,Male,60,>50K
62,10,White,Female,50,<=50K
31,9,White,Male,64,<=50K
59,2,White,Male,40,<=50K
33,9,White,Male,40,<=50K
42,9,White,Male,40,<=50K
23,10,White,Female,25,<=50K
25,13,White,Female,30,<=50K
20,10,White,Male,24,<=50K
31,11,White,Male,40,<=50K
22,10,White,Female,40,<=50K
30,9,White,Male,50,<=50K
33,10,White,Male,20,<=50K
68,11,White,Female,40,<=50K
35,10,White,Female,40,<=50K
46,14,White,Male,40,>50K
39,10,White,Male,62,>50K
51,9,White,Female,40,<=50K
49,12,White,Male,40,>50K
41,13,White,Male,37,<=50K
44,14,White,Male,50,>50K
35,7,White,Male,20,<=50K
36,15,White,Male,55,>50K
50,15,White,Male,30,>50K
65,7,White,Female,8,<=50K
40,9,White,Male,45,>50K
46,13,White,Male,40,<=50K
35,10,White,Male,40,<=50K
38,13,White,Male,45,>50K
56,10,White,Female,38,<=50K
44,12,White,Male,40,>50K
41,13,White,Male,40,<=50K
26,10,White,Female,40,<=50K
50,14,White,Male,40,>50K
32,13,White,Female,40,<=50K
65,9,White,Male,40,<=50K
23,9,White,Male,50,<=50K
32,13,White,Male,44,<=50K
29,5,White,Female,48,<=50K
45,11,White,Male,24,>50K
29,9,Black,Female,42,<=50K
29,13,White,Male,40,>50K
40,15,White,Male,55,>50K
22,10,White,Male,24,<=50K
29,9,White,Male,40,<=50K
38,9,White,Male,52,<=50K
31,14,White,Male,48,>50K
18,10,White,Male,15,<=50K
30,9,White,Female,30,<=50K
22,13,White,Male,20,<=50K
19,6,White,Female,38,<=50K
31,13,White,Male,40,>50K
38,10,White,Male,50,<=50K
59,4,White,Male,40,<=50K
63,9,White,Male,40,<=50K
52,10,White,Female,40,>50K
33,14,White,Male,15,<=50K
45,9,White,Male,50,<=50K
65,9,White,Male,20,<=50K
27,10,Black,Male,40,<=50K
39,13,White,Female,40,<=50K
30,13,White,Male,40,>50K
70,6,White,Male,32,<=50K
37,9,Black,Female,40,<=50K
48,13,White,Male,35,>50K
33,10,White,Male,40,<=50K
64,10,White,Male,15,<=50K
46,9,White,Male,45,<=50K
24,6,White,Female,40,<=50K
44,13,White,Male,40,<=50K
20,9,White,Female,26,<=50K
34,9,White,Male,38,<=50K
18,9,White,Male,12,<=50K
37,11,White,Female,35,>50K
21,9,White,Female,40,<=50K
24,9,White,Male,40,<=50K
75,9,White,Female,20,<=50K
36,11,Black,Female,40,<=50K
17,7,White,Female,20,<=50K
43,13,White,Male,40,>50K
64,9,White,Female,15,<=50K
37,5,White,Male,50,<=50K
34,10,White,Male,40,>50K
35,13,White,Male,50,<=50K
43,7,White,Male,42,<=50K
48,9,White,Male,40,<=50K
32,13,White,Male,44,<=50K
19,10,White,Male,20,<=50K
41,9,White,Male,40,>50K
37,13,White,Male,40,<=50K
37,10,White,Male,40,<=50K
52,11,White,Male,40,<=50K
43,12,White,Male,50,>50K
41,14,White,Male,70,>50K
36,9,Black,Female,40,<=50K
30,6,White,Male,40,<=50K
43,10,White,Male,40,<=50K
42,10,White,Male,45,<=50K
24,9,White,Female,40,<=50K
17,7,White,Female,25,<=50K
53,15,Asian-Pac-Islander,Male,40,>50K
20,10,Asian-Pac-Islander,Male,30,<=50K
51,10,White,Male,8,>50K
68,9,White,Male,10,<=50K
39,13,White,Female,63,<=50K
30,9,White,Male,40,>50K
25,13,Asian-Pac-Islander,Male,20,<=50K
24,3,White,Male,40,<=50K
43,5,Black,Male,40,<=50K
49,7,White,Male,40,<=50K
37,10,White,Male,40,>50K
59,9,White,Female,40,<=50K
54,16,White,Male,45,>50K
23,12,White,Female,25,<=50K
31,14,Asian-Pac-Islander,Male,6,<=50K
21,11,White,Female,50,<=50K
31,9,Black,Male,40,<=50K
51,13,White,Male,50,>50K
34,9,White,Female,40,<=50K
30,10,White,Male,40,>50K
39,12,Black,Male,60,<=50K
64,9,White,Male,40,<=50K
33,10,White,Male,40,<=50K
58,9,White,Female,25,<=50K
39,13,White,Male,40,<=50K
47,9,White,Male,40,>50K
30,9,White,Male,45,<=50K
45,9,White,Male,40,<=50K
23,13,White,Female,50,<=50K
39,13,White,Male,60,>50K
25,12,White,Male,40,<=50K
45,10,White,Male,40,>50K
58,10,White,Male,40,<=50K
43,9,White,Male,40,>50K
44,15,White,Male,50,>50K
48,14,White,Male,40,>50K
52,4,White,Male,40,<=50K
41,10,White,Male,40,<=50K
31,13,White,Male,50,<=50K
60,4,White,Male,40,<=50K
37,10,White,Female,36,>50K
34,10,Black,Male,52,<=50K
29,14,White,Male,36,<=50K
20,10,White,Female,40,<=50K
36,13,White,Male,45,<=50K
34,9,White,Female,48,<=50K
26,10,Black,Female,37,<=50K
47,9,White,Female,40,<=50K
40,10,Black,Male,40,<=50K
32,11,White,Male,45,<=50K
21,13,Asian-Pac-Islander,Male,25,<=50K
33,16,White,Male,60,<=50K
22,10,White,Female,20,<=50K
31,10,Asian-Pac-Islander,Male,40,<=50K
17,6,White,Male,20,<=50K
23,11,White,Female,40,<=50K
48,12,White,Female,40,>50K
42,10,White,Male,45,<=50K
28,9,White,Female,40,<=50K
40,11,White,Male,40,>50K
52,10,White,Female,40,<=50K
42,9,White,Male,60,<=50K
41,6,White,Male,50,<=50K
64,9,White,Female,35,<=50K
20,8,White,Female,55,<=50K
40,10,White,Male,50,>50K
52,9,White,Male,65,<=50K
68,14,White,Male,40,>50K
35,14,White,Female,40,<=50K
38,9,White,Male,40,<=50K
45,10,Black,Female,40,<=50K
20,10,White,Female,19,<=50K
43,11,White,Female,40,<=50K
38,11,White,Male,55,>50K
23,10,Black,Female,40,<=50K
55,14,Asian-Pac-Islander,Male,60,>50K
46,9,White,Male,50,<=50K
39,9,White,Male,50,<=50K
45,8,White,Male,50,<=50K
48,13,White,Male,40,<=50K
38,10,Black,Female,40,<=50K
25,13,White,Male,40,<=50K
39,9,White,Male,60,<=50K
37,7,White,Male,25,<=50K
28,16,White,Male,50,<=50K
27,12,White,Female,38,<=50K
50,7,Black,Male,40,<=50K
29,10,Black,Male,40,<=50K
18,7,White,Female,20,<=50K
32,10,White,Male,40,<=50K
32,10,White,Male,40,<=50K
59,9,Black,Male,60,<=50K
59,9,White,Female,40,<=50K
37,7,White,Male,60,>50K
51,7,Asian-Pac-Islander,Male,40,<=50K
31,10,White,Male,50,>50K
17,6,White,Female,18,<=50K
51,13,White,Male,56,>50K
55,13,White,Male,40,<=50K
19,9,White,Male,25,<=50K
22,9,White,Male,35,<=50K
49,9,White,Male,50,>50K
59,9,White,Male,20,<=50K
24,13,Black,Male,15,<=50K
25,13,Black,Female,40,<=50K
51,14,White,Male,40,>50K
23,13,White,Female,40,<=50K
25,10,White,Male,40,<=50K
53,9,White,Male,50,>50K
25,9,Black,Male,40,<=50K
23,13,White,Female,35,<=50K
45,14,White,Male,40,<=50K
33,13,White,Male,40,<=50K
48,13,Asian-Pac-Islander,Female,40,<=50K
49,10,White,Male,40,<=50K
66,4,Black,Male,30,<=50K
53,9,White,Male,48,<=50K
51,9,White,Male,40,>50K
68,14,White,Female,40,<=50K
37,9,Black,Male,40,<=50K
21,9,Black,Male,40,<=50K
55,4,White,Female,60,<=50K
22,9,White,Female,40,<=50K
21,2,White,Male,40,<=50K
23,10,White,Male,30,<=50K
52,9,Black,Female,40,<=50K
43,6,Black,Male,40,<=50K
35,6,Black,Male,50,<=50K
42,11,White,Male,35,<=50K
38,10,White,Male,60,>50K
50,9,White,Male,50,>50K
61,9,White,Male,40,<=50K
21,10,White,Female,37,<=50K
17,7,White,Male,16,<=50K
49,10,White,Male,65,<=50K
44,9,White,Male,84,<=50K
32,10,Black,Female,40,<=50K
52,10,White,Male,45,<=50K
43,13,Asian-Pac-Islander,Male,50,>50K
70,9,White,Male,40,<=50K
31,13,White,Female,50,>50K
32,9,White,Male,40,<=50K
29,14,White,Female,45,>50K
29,6,White,Female,40,<=50K
35,13,White,Female,40,<=50K
36,9,White,Male,40,<=50K
27,14,White,Male,40,<=50K
70,9,White,Male,37,<=50K
51,9,White,Male,81,<=50K
50,13,White,Male,60,<=50K
55,14,White,Female,50,<=50K
40,13,White,Male,99,>50K
18,10,White,Female,40,<=50K
18,7,White,Female,16,<=50K
33,10,White,Male,40,<=50K
35,9,White,Male,90,<=50K
54,10,White,Male,40,<=50K
28,9,White,Male,40,<=50K
48,9,White,Male,60,<=50K
38,9,White,Male,56,<=50K
25,12,White,Male,40,<=50K
37,14,White,Female,45,>50K
37,9,White,Female,40,<=50K
42,10,White,Male,40,<=50K
35,10,White,Male,40,<=50K
17,7,Black,Female,25,<=50K
31,9,White,Female,35,<=50K
27,10,White,Male,45,<=50K
63,9,White,Male,40,>50K
56,9,Black,Male,40,<=50K
21,10,White,Male,15,<=50K
31,14,Black,Male,40,<=50K
24,13,White,Female,30,<=50K
28,9,White,Female,40,<=50K
26,10,White,Female,50,<=50K
55,13,White,Female,40,<=50K
49,14,White,Male,40,>50K
63,9,White,Male,40,<=50K
46,15,White,Male,45,>50K
41,15,White,Male,45,>50K
45,9,White,Male,40,<=50K
51,10,Black,Female,35,<=50K
22,12,Black,Female,35,<=50K
53,9,White,Male,35,>50K
20,9,White,Male,40,<=50K
39,9,Black,Female,40,<=50K
20,9,White,Female,40,<=50K
38,9,White,Male,50,<=50K
19,9,White,Male,30,<=50K
34,9,White,Male,50,<=50K
42,7,White,Male,40,<=50K
37,9,Black,Male,40,<=50K
23,9,White,Male,40,<=50K
17,6,Black,Female,12,<=50K
33,13,White,Male,40,<=50K
39,9,White,Male,40,>50K
45,9,White,Male,60,<=50K
40,9,White,Male,35,<=50K
33,9,White,Male,40,<=50K
22,13,White,Female,7,<=50K
29,10,White,Male,40,<=50K
43,9,White,Male,50,<=50K
39,14,White,Female,38,>50K
31,9,Black,Male,50,<=50K
33,14,Asian-Pac-Islander,Male,50,>50K
39,9,White,Male,40,<=50K
40,12,White,Male,50,>50K
42,10,Black,Male,45,>50K
31,10,White,Male,40,>50K
52,11,White,Male,40,<=50K
31,10,White,Male,40,<=50K
27,11,White,Male,40,<=50K
20,10,White,Male,20,<=50K
51,10,White,Female,40,<=50K
23,9,White,Male,40,<=50K
28,9,White,Male,40,<=50K
23,13,White,Female,15,<=50K
26,10,White,Male,52,>50K
48,13,White,Male,60,<=50K
30,10,Black,Female,40,<=50K
54,12,White,Male,50,>50K
24,10,White,Male,30,<=50K
36,12,White,Male,45,<=50K
24,13,White,Male,40,<=50K
39,10,White,Male,50,>50K
35,9,White,Male,35,<=50K
33,10,Asian-Pac-Islander,Male,40,<=50K
29,9,White,Male,40,<=50K
56,9,White,Female,40,<=50K
23,4,White,Male,32,<=50K
46,13,Black,Female,40,<=50K
62,13,White,Male,38,<=50K
29,10,White,Male,50,<=50K
28,12,White,Female,40,<=50K
26,13,White,Male,25,<=50K
51,10,White,Male,40,>50K
27,9,White,Male,40,<=50K
20,9,White,Male,40,<=50K
55,6,White,Male,29,<=50K
36,7,White,Male,47,<=50K
29,10,White,Female,6,<=50K
29,14,White,Male,30,<=50K
31,9,White,Male,40,>50K
54,14,White,Male,45,>50K
65,10,White,Female,40,<=50K
47,13,White,Male,50,<=50K
27,9,White,Male,40,<=50K
41,3,White,Male,40,<=50K
21,9,White,Male,50,<=50K
52,13,White,Male,50,<=50K
42,13,White,Male,55,>50K
49,14,White,Male,60,<=50K
22,10,Asian-Pac-Islander,Female,30,<=50K
67,9,White,Male,58,>50K
28,13,Black,Female,45,>50K
49,10,White,Male,40,<=50K
59,9,White,Female,40,<=50K
17,7,White,Female,15,<=50K
44,9,White,Male,68,<=50K
63,9,White,Male,15,<=50K
50,10,White,Female,75,<=50K
17,7,White,Male,30,<=50K
50,13,White,Male,40,>50K
54,9,White,Female,40,<=50K
35,9,White,Male,50,>50K
47,9,Black,Male,40,>50K
57,10,White,Male,25,<=50K
32,9,Black,Male,46,<=50K
64,9,White,Male,40,>50K
27,9,Black,Female,37,<=50K
60,9,Asian-Pac-Islander,Male,40,<=50K
36,13,White,Male,40,<=50K
28,10,White,Female,40,<=50K
49,14,White,Male,70,>50K
51,14,White,Male,50,>50K
34,9,White,Male,50,<=50K
33,13,White,Female,40,<=50K
49,14,White,Male,80,>50K
56,10,Black,Female,32,<=50K
26,9,Black,Male,40,<=50K
41,13,White,Female,40,>50K
20,9,White,Male,40,<=50K
60,9,White,Male,40,>50K
37,9,White,Male,30,<=50K
69,9,White,Female,8,<=50K
20,10,White,Male,40,<=50K
24,9,White,Male,30,<=50K
19,9,White,Female,40,<=50K
18,9,White,Female,12,<=50K
58,9,White,Male,52,>50K
18,9,White,Female,20,<=50K
48,10,White,Male,40,<=50K
20,9,White,Male,43,<=50K
55,14,White,Male,40,>50K
41,10,White,Male,50,>50K
24,13,White,Male,30,<=50K
26,13,White,Female,42,>50K
29,11,White,Male,40,>50K
17,8,White,Female,25,<=50K
28,13,White,Male,40,<=50K
55,12,Asian-Pac-Islander,Male,40,<=50K
45,13,White,Male,40,>50K
25,7,White,Male,40,<=50K
44,9,Asian-Pac-Islander,Female,40,>50K
33,10,White,Female,30,>50K
54,6,White,Male,40,<=50K
27,13,White,Female,50,<=50K
50,9,White,Female,33,<=50K
74,9,White,Female,16,<=50K
49,10,White,Male,22,<=50K
40,10,White,Male,45,<=50K
36,9,White,Male,40,>50K
45,10,White,Female,55,<=50K
19,9,White,Female,40,<=50K
37,9,White,Male,50,>50K
31,10,White,Male,60,<=50K
47,9,White,Female,20,>50K
36,9,White,Male,40,>50K
40,9,Black,Female,40,<=50K
38,12,White,Male,40,>50K
41,10,White,Male,50,>50K
59,5,White,Male,60,>50K
47,12,White,Male,40,>50K
26,13,White,Female,40,>50K
21,10,White,Female,16,<=50K
40,9,Asian-Pac-Islander,Male,30,<=50K
48,7,White,Female,31,<=50K
18,3,White,Male,40,<=50K
39,9,White,Male,50,<=50K
52,13,White,Male,50,>50K
53,7,White,Female,30,<=50K
48,6,White,Male,45,>50K
38,3,White,Male,40,<=50K
60,9,White,Female,33,<=50K
35,12,White,Female,40,<=50K
34,8,White,Male,40,<=50K
18,7,White,Female,30,<=50K
39,6,White,Male,40,<=50K
36,9,White,Male,40,<=50K
25,10,White,Male,40,<=50K
59,16,White,Male,45,>50K
54,9,White,Female,42,<=50K
41,12,White,Male,50,<=50K
34,12,White,Female,35,<=50K
28,11,White,Female,38,<=50K
40,12,White,Female,40,<=50K
22,10,White,Male,35,<=50K
30,8,White,Female,40,<=50K
38,9,White,Male,40,<=50K
56,3,White,Male,40,<=50K
17,7,White,Female,20,<=50K
28,10,White,Male,63,<=50K
51,10,White,Male,40,>50K
32,13,Asian-Pac-Islander,Female,40,<=50K
21,6,White,Male,40,<=50K
25,9,White,Male,40,<=50K
46,13,White,Male,40,>50K
31,10,White,Male,45,<=50K
39,13,White,Male,60,>50K
43,13,White,Male,37,>50K
22,9,White,Male,50,<=50K
27,13,Asian-Pac-Islander,Male,25,<=50K
36,7,White,Female,40,<=50K
49,11,Black,Male,40,<=50K
61,9,White,Male,40,>50K
30,13,White,Female,33,>50K
30,13,White,Male,40,>50K
42,9,White,Female,40,<=50K
55,9,White,Female,40,<=50K
70,14,White,Male,8,<=50K
34,9,White,Male,90,<=50K
44,10,White,Female,42,<=50K
36,9,White,Male,40,>50K
41,9,White,Male,55,>50K
24,9,White,Female,45,>50K
49,10,White,Male,40,>50K
53,4,White,Male,40,<=50K
30,13,Asian-Pac-Islander,Female,50,<=50K
48,9,White,Male,40,>50K
39,9,White,Female,40,<=50K
31,13,White,Female,40,<=50K
20,12,White,Male,30,<=50K
34,4,White,Male,40,<=50K
31,13,White,Female,40,<=50K
43,14,White,Female,40,>50K
29,13,White,Female,35,>50K
37,9,White,Male,40,<=50K
22,9,White,Male,40,<=50K
22,10,Black,Female,30,<=50K
42,10,White,Female,36,<=50K
54,10,White,Male,50,<=50K
27,9,Asian-Pac-Islander,Male,40,<=50K
34,9,White,Female,40,<=50K
22,13,White,Female,20,<=50K
20,9,White,Male,40,<=50K
29,9,White,Female,40,<=50K
47,13,White,Male,45,<=50K
46,10,White,Male,50,<=50K
43,9,White,Male,60,<=50K
